YEAR,QUARTER,REGION,SEX,AGE_GROUP,VALUE,UNIT,SOURCE
2565,"ไตรมาส 2",ทั่วประเทศ,รวม,"40 - 49 ปี",.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,รวม,"50 - 59 ปี",.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,รวม,"60 ปีขึ้นไป",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,ยอดรวม,1.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"15 - 19 ปี",5.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"20 - 24 ปี",5.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"25 - 29 ปี",2.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"30 - 34 ปี",1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"35 - 39 ปี",.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"40 - 49 ปี",.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"50 - 59 ปี",.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,ชาย,"60 ปีขึ้นไป",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,ยอดรวม,1.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"15 - 19 ปี",8.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"20 - 24 ปี",8.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"25 - 29 ปี",2.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"30 - 34 ปี",.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"35 - 39 ปี",.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"40 - 49 ปี",.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"50 - 59 ปี",.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ทั่วประเทศ,หญิง,"60 ปีขึ้นไป",.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,ยอดรวม,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"15 - 19 ปี",6.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"20 - 24 ปี",7.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"25 - 29 ปี",3.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"30 - 34 ปี",1.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"35 - 39 ปี",.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"40 - 49 ปี",.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"50 - 59 ปี",.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,รวม,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,ยอดรวม,1.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"15 - 19 ปี",11.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"20 - 24 ปี",7.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"25 - 29 ปี",4.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"30 - 34 ปี",2.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"35 - 39 ปี",.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"40 - 49 ปี",.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"50 - 59 ปี",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,ยอดรวม,1.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"15 - 19 ปี",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"20 - 24 ปี",6.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"25 - 29 ปี",2.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"30 - 34 ปี",.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"35 - 39 ปี",.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"40 - 49 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"50 - 59 ปี",1.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",กรุงเทพมหานคร,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,ยอดรวม,1.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"15 - 19 ปี",7.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"20 - 24 ปี",5.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"25 - 29 ปี",1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"30 - 34 ปี",.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"35 - 39 ปี",.67,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"40 - 49 ปี",.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"50 - 59 ปี",.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,รวม,"60 ปีขึ้นไป",.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,ชาย,ยอดรวม,1.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,ชาย,"15 - 19 ปี",6.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 2",ภาคกลาง,ชาย,"20 - 24 ปี",5.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
